id,name,box_art_url
"203","Holotz's Castle","https://static-cdn.jtvnw.net/ttv-boxart/Holotz%27s%20Castle-{width}x{height}.jpg"
"204","Dodonpachi Dai-Ou-Jou","https://static-cdn.jtvnw.net/ttv-boxart/Dodonpachi%20Dai-Ou-Jou-{width}x{height}.jpg"
"205","Spellcasting 301: Spring Break","https://static-cdn.jtvnw.net/ttv-boxart/./Spellcasting%20301:%20Spring%20Break-{width}x{height}.jpg"
"206","Sid Meier's Civilization II","https://static-cdn.jtvnw.net/ttv-boxart/Sid%20Meier%27s%20Civilization%20II-{width}x{height}.jpg"
"207","Yu-Gi-Oh! Forbidden Memories","https://static-cdn.jtvnw.net/ttv-boxart/Yu-Gi-Oh%21%20Forbidden%20Memories-{width}x{height}.jpg"
"208","Elvira: The Arcade Game","https://static-cdn.jtvnw.net/ttv-boxart/./Elvira:%20The%20Arcade%20Game-{width}x{height}.jpg"
"209","Star Trek: Klingon","https://static-cdn.jtvnw.net/ttv-boxart/./Star%20Trek:%20Klingon-{width}x{height}.jpg"
"210","Fire Emblem: Path of Radiance","https://static-cdn.jtvnw.net/ttv-boxart/./Fire%20Emblem:%20Path%20of%20Radiance-{width}x{height}.jpg"
"211","Kingdom Under Fire: The Crusaders","https://static-cdn.jtvnw.net/ttv-boxart/./Kingdom%20Under%20Fire:%20The%20Crusaders-{width}x{height}.jpg"
"212","Daytona USA","https://static-cdn.jtvnw.net/ttv-boxart/Daytona%20USA-{width}x{height}.jpg"
"213","AFL '98","https://static-cdn.jtvnw.net/ttv-boxart/AFL%20%2798-{width}x{height}.jpg"
"214","Creature Shock","https://static-cdn.jtvnw.net/ttv-boxart/Creature%20Shock-{width}x{height}.jpg"
"215","Commander Keen 2: The Earth Explodes","https://static-cdn.jtvnw.net/ttv-boxart/./Commander%20Keen%202:%20The%20Earth%20Explodes-{width}x{height}.jpg"
"216","Ultima VII: The Black Gate","https://static-cdn.jtvnw.net/ttv-boxart/./Ultima%20VII:%20The%20Black%20Gate-{width}x{height}.jpg"
"217","Harpoon","https://static-cdn.jtvnw.net/ttv-boxart/Harpoon-{width}x{height}.jpg"
"218","Super Thunder Blade","https://static-cdn.jtvnw.net/ttv-boxart/Super%20Thunder%20Blade-{width}x{height}.jpg"
"219","Fireworks Extravaganza","https://static-cdn.jtvnw.net/ttv-boxart/Fireworks%20Extravaganza-{width}x{height}.jpg"
"220","The Revenge of Shinobi","https://static-cdn.jtvnw.net/ttv-boxart/The%20Revenge%20of%20Shinobi-{width}x{height}.jpg"
"221","The Black Mirror","https://static-cdn.jtvnw.net/ttv-boxart/The%20Black%20Mirror-{width}x{height}.jpg"
"222","X-Men: The Official Game","https://static-cdn.jtvnw.net/ttv-boxart/./X-Men:%20The%20Official%20Game-{width}x{height}.jpg"
"223","David Douillet Judo","https://static-cdn.jtvnw.net/ttv-boxart/David%20Douillet%20Judo-{width}x{height}.jpg"
"224","Contraption Zack","https://static-cdn.jtvnw.net/ttv-boxart/Contraption%20Zack-{width}x{height}.jpg"
"225","Beanotown Racing","https://static-cdn.jtvnw.net/ttv-boxart/Beanotown%20Racing-{width}x{height}.jpg"
"226","CheetahMen II","https://static-cdn.jtvnw.net/ttv-boxart/CheetahMen%20II-{width}x{height}.jpg"
"227","Natural Selection","https://static-cdn.jtvnw.net/ttv-boxart/Natural%20Selection-{width}x{height}.jpg"
"228","QuadroX-2","https://static-cdn.jtvnw.net/ttv-boxart/QuadroX-2-{width}x{height}.jpg"
"229","Friday Night 3D Pool","https://static-cdn.jtvnw.net/ttv-boxart/Friday%20Night%203D%20Pool-{width}x{height}.jpg"
"230","Metal & Lace: The Battle of the Robo Babes","https://static-cdn.jtvnw.net/ttv-boxart/./Metal%20&%20Lace:%20The%20Battle%20of%20the%20Robo%20Babes-{width}x{height}.jpg"
"231","Toon-Doku","https://static-cdn.jtvnw.net/ttv-boxart/Toon-Doku-{width}x{height}.jpg"
"232","Tokyo Xtreme Racer Zero","https://static-cdn.jtvnw.net/ttv-boxart/Tokyo%20Xtreme%20Racer%20Zero-{width}x{height}.jpg"
"233","Street Fighter II: The World Warrior","https://static-cdn.jtvnw.net/ttv-boxart/./Street%20Fighter%20II:%20The%20World%20Warrior-{width}x{height}.jpg"
"234","SimEarth: The Living Planet","https://static-cdn.jtvnw.net/ttv-boxart/./SimEarth:%20The%20Living%20Planet-{width}x{height}.jpg"
"235","Command & Conquer: Red Alert","https://static-cdn.jtvnw.net/ttv-boxart/./Command%20&%20Conquer:%20Red%20Alert-{width}x{height}.jpg"
"236","LEGO Star Wars: The Video Game","https://static-cdn.jtvnw.net/ttv-boxart/./LEGO%20Star%20Wars:%20The%20Video%20Game-{width}x{height}.jpg"
"237","Mountain Bike Racer","https://static-cdn.jtvnw.net/ttv-boxart/Mountain%20Bike%20Racer-{width}x{height}.jpg"
"238","Milo","https://static-cdn.jtvnw.net/ttv-boxart/Milo-{width}x{height}.jpg"
"239","Shengnü zhi Ge: Heroine Anthem: The Elect of Wassernixe","https://static-cdn.jtvnw.net/ttv-boxart/./Shengn%C3%BC%20zhi%20Ge:%20Heroine%20Anthem:%20The%20Elect%20of%20Wassernixe-{width}x{height}.jpg"
"240","Tales of Phantasia","https://static-cdn.jtvnw.net/ttv-boxart/Tales%20of%20Phantasia-{width}x{height}.jpg"
"241","The Hound of Shadow","https://static-cdn.jtvnw.net/ttv-boxart/The%20Hound%20of%20Shadow-{width}x{height}.jpg"
"242","Z.A.R.","https://static-cdn.jtvnw.net/ttv-boxart/Z.A.R.-{width}x{height}.jpg"
"243","Moero! Nekketsu Rhythm Damashii Osu! Tatakae! Ouendan 2","https://static-cdn.jtvnw.net/ttv-boxart/Moero%21%20Nekketsu%20Rhythm%20Damashii%20Osu%21%20Tatakae%21%20Ouendan%202-{width}x{height}.jpg"
"244","Grandia III","https://static-cdn.jtvnw.net/ttv-boxart/Grandia%20III-{width}x{height}.jpg"
"245","Stubbs the Zombie in Rebel Without a Pulse","https://static-cdn.jtvnw.net/ttv-boxart/Stubbs%20the%20Zombie%20in%20Rebel%20Without%20a%20Pulse-{width}x{height}.jpg"
"246","The Dam Busters","https://static-cdn.jtvnw.net/ttv-boxart/The%20Dam%20Busters-{width}x{height}.jpg"
"247","Bishoujo Senshi Sailor Moon S: Kurukkurin","https://static-cdn.jtvnw.net/ttv-boxart/./Bishoujo%20Senshi%20Sailor%20Moon%20S:%20Kurukkurin-{width}x{height}.jpg"
"248","CSI: Crime Scene Investigation - Hard Evidence","https://static-cdn.jtvnw.net/ttv-boxart/./CSI:%20Crime%20Scene%20Investigation%20-%20Hard%20Evidence-{width}x{height}.jpg"
"249","Odama","https://static-cdn.jtvnw.net/ttv-boxart/Odama-{width}x{height}.jpg"
"250","Fantasy Zone: The Maze","https://static-cdn.jtvnw.net/ttv-boxart/./Fantasy%20Zone:%20The%20Maze-{width}x{height}.jpg"
"251","Gaelic Games: Football 2","https://static-cdn.jtvnw.net/ttv-boxart/./Gaelic%20Games:%20Football%202-{width}x{height}.jpg"
"252","Golden Sun","https://static-cdn.jtvnw.net/ttv-boxart/Golden%20Sun-{width}x{height}.jpg"
"253","Alchemist Marie & Elie: Futari no Atelier","https://static-cdn.jtvnw.net/ttv-boxart/./Alchemist%20Marie%20&%20Elie:%20Futari%20no%20Atelier-{width}x{height}.jpg"
"254","Tom Clancy's Ghost Recon: Advanced Warfighter 2","https://static-cdn.jtvnw.net/ttv-boxart/./Tom%20Clancy%27s%20Ghost%20Recon:%20Advanced%20Warfighter%202-{width}x{height}.jpg"
"255","The Flintstones: The Rescue of Dino & Hoppy","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Flintstones:%20The%20Rescue%20of%20Dino%20&%20Hoppy-{width}x{height}.jpg"
"256","Rules of Engagement 2","https://static-cdn.jtvnw.net/ttv-boxart/Rules%20of%20Engagement%202-{width}x{height}.jpg"
"257","GT Legends","https://static-cdn.jtvnw.net/ttv-boxart/GT%20Legends-{width}x{height}.jpg"
"258","Pinky and the Brain: The Master Plan","https://static-cdn.jtvnw.net/ttv-boxart/./Pinky%20and%20the%20Brain:%20The%20Master%20Plan-{width}x{height}.jpg"
"259","Brunswick Circuit Pro Bowling","https://static-cdn.jtvnw.net/ttv-boxart/Brunswick%20Circuit%20Pro%20Bowling-{width}x{height}.jpg"
"260","Frozzic's Revenge","https://static-cdn.jtvnw.net/ttv-boxart/Frozzic%27s%20Revenge-{width}x{height}.jpg"
"261","4D Sports Boxing","https://static-cdn.jtvnw.net/ttv-boxart/4D%20Sports%20Boxing-{width}x{height}.jpg"
"262","Wonder Momo","https://static-cdn.jtvnw.net/ttv-boxart/Wonder%20Momo-{width}x{height}.jpg"
"263","Hoyle Official Book of Games: Volume 1","https://static-cdn.jtvnw.net/ttv-boxart/./Hoyle%20Official%20Book%20of%20Games:%20Volume%201-{width}x{height}.jpg"
"264","Night City","https://static-cdn.jtvnw.net/ttv-boxart/Night%20City-{width}x{height}.jpg"
"265","Rockman Complete Works: Rockman","https://static-cdn.jtvnw.net/ttv-boxart/./Rockman%20Complete%20Works:%20Rockman-{width}x{height}.jpg"
"266","F355 Challenge: Passione Rossa","https://static-cdn.jtvnw.net/ttv-boxart/./F355%20Challenge:%20Passione%20Rossa-{width}x{height}.jpg"
"267","NASCAR 2005: Chase for the Cup","https://static-cdn.jtvnw.net/ttv-boxart/./NASCAR%202005:%20Chase%20for%20the%20Cup-{width}x{height}.jpg"
"268","Speed King 2","https://static-cdn.jtvnw.net/ttv-boxart/Speed%20King%202-{width}x{height}.jpg"
"269","Alien Outbreak","https://static-cdn.jtvnw.net/ttv-boxart/Alien%20Outbreak-{width}x{height}.jpg"
"270","Skateboard Crazy","https://static-cdn.jtvnw.net/ttv-boxart/Skateboard%20Crazy-{width}x{height}.jpg"
"271","Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi","https://static-cdn.jtvnw.net/ttv-boxart/./Hokuto%20no%20Ken%207%20:%20Seiken%20Retsuden:%20Denshousha%20e%20no%20Michi-{width}x{height}.jpg"
"272","Vampire Killer","https://static-cdn.jtvnw.net/ttv-boxart/Vampire%20Killer-{width}x{height}.jpg"
"273","Speedball 2: Brutal Deluxe","https://static-cdn.jtvnw.net/ttv-boxart/./Speedball%202:%20Brutal%20Deluxe-{width}x{height}.jpg"
"274","Legends of Valour","https://static-cdn.jtvnw.net/ttv-boxart/Legends%20of%20Valour-{width}x{height}.jpg"
"275","Shootin' Gallery","https://static-cdn.jtvnw.net/ttv-boxart/Shootin%27%20Gallery-{width}x{height}.jpg"
"276","Utopia: The New Worlds","https://static-cdn.jtvnw.net/ttv-boxart/./Utopia:%20The%20New%20Worlds-{width}x{height}.jpg"
"277","SeaBlade","https://static-cdn.jtvnw.net/ttv-boxart/SeaBlade-{width}x{height}.jpg"
"278","Summon Night: Swordcraft Story","https://static-cdn.jtvnw.net/ttv-boxart/./Summon%20Night:%20Swordcraft%20Story-{width}x{height}.jpg"
"279","The Legend of Kyrandia","https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Kyrandia-{width}x{height}.jpg"
"280","African Raiders-01","https://static-cdn.jtvnw.net/ttv-boxart/African%20Raiders-01-{width}x{height}.jpg"
"281","webRIOT","https://static-cdn.jtvnw.net/ttv-boxart/webRIOT-{width}x{height}.jpg"
"282","Nekketsu! Beach Volley da yo Kunio-kun","https://static-cdn.jtvnw.net/ttv-boxart/Nekketsu%21%20Beach%20Volley%20da%20yo%20Kunio-kun-{width}x{height}.jpg"
"283","Dare to Dream","https://static-cdn.jtvnw.net/ttv-boxart/Dare%20to%20Dream-{width}x{height}.jpg"
"284","Petka and VICH Save the Galaxy","https://static-cdn.jtvnw.net/ttv-boxart/Petka%20and%20VICH%20Save%20the%20Galaxy-{width}x{height}.jpg"
"285","Gangsters 2","https://static-cdn.jtvnw.net/ttv-boxart/Gangsters%202-{width}x{height}.jpg"
"286","Atomic Robo-Kid","https://static-cdn.jtvnw.net/ttv-boxart/Atomic%20Robo-Kid-{width}x{height}.jpg"
"287","B-17 Bomber","https://static-cdn.jtvnw.net/ttv-boxart/B-17%20Bomber-{width}x{height}.jpg"
"288","NASCAR Rumble","https://static-cdn.jtvnw.net/ttv-boxart/NASCAR%20Rumble-{width}x{height}.jpg"
"289","Sqoon","https://static-cdn.jtvnw.net/ttv-boxart/Sqoon-{width}x{height}.jpg"
"290","Assault City","https://static-cdn.jtvnw.net/ttv-boxart/Assault%20City-{width}x{height}.jpg"
"291","Greg Norman's Ultimate Golf","https://static-cdn.jtvnw.net/ttv-boxart/Greg%20Norman%27s%20Ultimate%20Golf-{width}x{height}.jpg"
"292","Nakoruru: Anohito kara no Okurimono","https://static-cdn.jtvnw.net/ttv-boxart/./Nakoruru:%20Anohito%20kara%20no%20Okurimono-{width}x{height}.jpg"
"293","Hell Cab","https://static-cdn.jtvnw.net/ttv-boxart/Hell%20Cab-{width}x{height}.jpg"
"294","Rendezvous with a Stranger Girl","https://static-cdn.jtvnw.net/ttv-boxart/Rendezvous%20with%20a%20Stranger%20Girl-{width}x{height}.jpg"
"295","Dungeons & Dragons: Warriors of the Eternal Sun","https://static-cdn.jtvnw.net/ttv-boxart/./Dungeons%20&%20Dragons:%20Warriors%20of%20the%20Eternal%20Sun-{width}x{height}.jpg"
"296","Fleet Defender","https://static-cdn.jtvnw.net/ttv-boxart/Fleet%20Defender-{width}x{height}.jpg"
"297","Donkey Kong","https://static-cdn.jtvnw.net/ttv-boxart/Donkey%20Kong-{width}x{height}.jpg"
"298","Disney's Bonkers: Wax Up!","https://static-cdn.jtvnw.net/ttv-boxart/./Disney%27s%20Bonkers:%20Wax%20Up%21-{width}x{height}.jpg"
"299","Espial","https://static-cdn.jtvnw.net/ttv-boxart/Espial-{width}x{height}.jpg"
"300","Who Wants To Be A Millionaire","https://static-cdn.jtvnw.net/ttv-boxart/Who%20Wants%20To%20Be%20A%20Millionaire-{width}x{height}.jpg"
"301","Special Delivery: Santa's Christmas Chaos","https://static-cdn.jtvnw.net/ttv-boxart/./Special%20Delivery:%20Santa%27s%20Christmas%20Chaos-{width}x{height}.jpg"
"302","Tecmo Classic Arcade","https://static-cdn.jtvnw.net/ttv-boxart/Tecmo%20Classic%20Arcade-{width}x{height}.jpg"
"303","World Cup Year 94","https://static-cdn.jtvnw.net/ttv-boxart/World%20Cup%20Year%2094-{width}x{height}.jpg"
"304","Race 07: The Official WTCC Game","https://static-cdn.jtvnw.net/ttv-boxart/./Race%2007:%20The%20Official%20WTCC%20Game-{width}x{height}.jpg"
"305","Duke Nukem 3D: Plutonium Pak","https://static-cdn.jtvnw.net/ttv-boxart/./Duke%20Nukem%203D:%20Plutonium%20Pak-{width}x{height}.jpg"
"306","Bloodwych: Data Disks Vol. 1","https://static-cdn.jtvnw.net/ttv-boxart/./Bloodwych:%20Data%20Disks%20Vol.%201-{width}x{height}.jpg"
"307","The Fish Fillets II","https://static-cdn.jtvnw.net/ttv-boxart/The%20Fish%20Fillets%20II-{width}x{height}.jpg"
"308","Athena: Awakening from the Ordinary Life","https://static-cdn.jtvnw.net/ttv-boxart/./Athena:%20Awakening%20from%20the%20Ordinary%20Life-{width}x{height}.jpg"
"309","Quattro Super Hits","https://static-cdn.jtvnw.net/ttv-boxart/Quattro%20Super%20Hits-{width}x{height}.jpg"
"310","Baseball Advance","https://static-cdn.jtvnw.net/ttv-boxart/Baseball%20Advance-{width}x{height}.jpg"
"311","Your Sinclair Four Pack October 1990","https://static-cdn.jtvnw.net/ttv-boxart/Your%20Sinclair%20Four%20Pack%20October%201990-{width}x{height}.jpg"
"312","MissionForce: Cyberstorm","https://static-cdn.jtvnw.net/ttv-boxart/./MissionForce:%20Cyberstorm-{width}x{height}.jpg"
"313","Kikstart: Off-Road Simulator","https://static-cdn.jtvnw.net/ttv-boxart/./Kikstart:%20Off-Road%20Simulator-{width}x{height}.jpg"
"314","Crazy Kickers","https://static-cdn.jtvnw.net/ttv-boxart/Crazy%20Kickers-{width}x{height}.jpg"
"315","Fallacy of Dawn","https://static-cdn.jtvnw.net/ttv-boxart/Fallacy%20of%20Dawn-{width}x{height}.jpg"
"316","Gravitation","https://static-cdn.jtvnw.net/ttv-boxart/Gravitation-{width}x{height}.jpg"
"317","Tomb Raider II","https://static-cdn.jtvnw.net/ttv-boxart/Tomb%20Raider%20II-{width}x{height}.jpg"
"318","Blind People Simulator","https://static-cdn.jtvnw.net/ttv-boxart/Blind%20People%20Simulator-{width}x{height}.jpg"
"319","Super Jazz Man","https://static-cdn.jtvnw.net/ttv-boxart/Super%20Jazz%20Man-{width}x{height}.jpg"
"320","Rome: Total War - Alexander","https://static-cdn.jtvnw.net/ttv-boxart/./Rome:%20Total%20War%20-%20Alexander-{width}x{height}.jpg"
"321","Wanted: Monty Mole","https://static-cdn.jtvnw.net/ttv-boxart/./Wanted:%20Monty%20Mole-{width}x{height}.jpg"
"322","Hammer of the Gods","https://static-cdn.jtvnw.net/ttv-boxart/Hammer%20of%20the%20Gods-{width}x{height}.jpg"
"323","Forever Growing Garden","https://static-cdn.jtvnw.net/ttv-boxart/Forever%20Growing%20Garden-{width}x{height}.jpg"
"324","King Neptune's Adventure","https://static-cdn.jtvnw.net/ttv-boxart/King%20Neptune%27s%20Adventure-{width}x{height}.jpg"
"325","American Gladiators","https://static-cdn.jtvnw.net/ttv-boxart/American%20Gladiators-{width}x{height}.jpg"
"326","Kampf dem Terror","https://static-cdn.jtvnw.net/ttv-boxart/Kampf%20dem%20Terror-{width}x{height}.jpg"
"327","Creatures Adventures","https://static-cdn.jtvnw.net/ttv-boxart/Creatures%20Adventures-{width}x{height}.jpg"
"328","Gargoyles","https://static-cdn.jtvnw.net/ttv-boxart/Gargoyles-{width}x{height}.jpg"
"329","Space Fury","https://static-cdn.jtvnw.net/ttv-boxart/Space%20Fury-{width}x{height}.jpg"
"330","Heart of Africa","https://static-cdn.jtvnw.net/ttv-boxart/Heart%20of%20Africa-{width}x{height}.jpg"
"331","Green Thumb Cards","https://static-cdn.jtvnw.net/ttv-boxart/Green%20Thumb%20Cards-{width}x{height}.jpg"
"332","Crash Bandicoot 2: N-Tranced","https://static-cdn.jtvnw.net/ttv-boxart/./Crash%20Bandicoot%202:%20N-Tranced-{width}x{height}.jpg"
"333","The Tuttles Madcap Misadventures","https://static-cdn.jtvnw.net/ttv-boxart/The%20Tuttles%20Madcap%20Misadventures-{width}x{height}.jpg"
"334","Exterminator","https://static-cdn.jtvnw.net/ttv-boxart/Exterminator-{width}x{height}.jpg"
"335","Bomberman Jetters","https://static-cdn.jtvnw.net/ttv-boxart/Bomberman%20Jetters-{width}x{height}.jpg"
"336","FantaVision","https://static-cdn.jtvnw.net/ttv-boxart/FantaVision-{width}x{height}.jpg"
"337","Mystery Quest","https://static-cdn.jtvnw.net/ttv-boxart/Mystery%20Quest-{width}x{height}.jpg"
"338","Spaceward Ho! IV","https://static-cdn.jtvnw.net/ttv-boxart/Spaceward%20Ho%21%20IV-{width}x{height}.jpg"
"339","Reach for the Skies","https://static-cdn.jtvnw.net/ttv-boxart/Reach%20for%20the%20Skies-{width}x{height}.jpg"
"340","Friday: Death to Arthur Yahtzee","https://static-cdn.jtvnw.net/ttv-boxart/./Friday:%20Death%20to%20Arthur%20Yahtzee-{width}x{height}.jpg"
"341","Adventures in Math","https://static-cdn.jtvnw.net/ttv-boxart/Adventures%20in%20Math-{width}x{height}.jpg"
"342","Tread Marks","https://static-cdn.jtvnw.net/ttv-boxart/Tread%20Marks-{width}x{height}.jpg"
"343","Murder in a Wheel","https://static-cdn.jtvnw.net/ttv-boxart/Murder%20in%20a%20Wheel-{width}x{height}.jpg"
"344","Indiana Jones in Revenge of the Ancients","https://static-cdn.jtvnw.net/ttv-boxart/Indiana%20Jones%20in%20Revenge%20of%20the%20Ancients-{width}x{height}.jpg"
"345","MacArthur's War: Battles for Korea","https://static-cdn.jtvnw.net/ttv-boxart/./MacArthur%27s%20War:%20Battles%20for%20Korea-{width}x{height}.jpg"
"346","Aquanoid","https://static-cdn.jtvnw.net/ttv-boxart/Aquanoid-{width}x{height}.jpg"
"347","Burnout 3: Takedown","https://static-cdn.jtvnw.net/ttv-boxart/./Burnout%203:%20Takedown-{width}x{height}.jpg"
"348","RISK: The Game of Global Domination","https://static-cdn.jtvnw.net/ttv-boxart/./RISK:%20The%20Game%20of%20Global%20Domination-{width}x{height}.jpg"
"349","Need for Speed II","https://static-cdn.jtvnw.net/ttv-boxart/Need%20for%20Speed%20II-{width}x{height}.jpg"
"350","Trax: The Robot Wars","https://static-cdn.jtvnw.net/ttv-boxart/./Trax:%20The%20Robot%20Wars-{width}x{height}.jpg"
"351","TRON 2.0: Killer App","https://static-cdn.jtvnw.net/ttv-boxart/./TRON%202.0:%20Killer%20App-{width}x{height}.jpg"
"352","Resident Evil: Deadly Silence","https://static-cdn.jtvnw.net/ttv-boxart/./Resident%20Evil:%20Deadly%20Silence-{width}x{height}.jpg"
"353","The Powerpuff Girls: Mojo's Pet Project","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Powerpuff%20Girls:%20Mojo%27s%20Pet%20Project-{width}x{height}.jpg"
"354","Spawn: The Eternal","https://static-cdn.jtvnw.net/ttv-boxart/./Spawn:%20The%20Eternal-{width}x{height}.jpg"
"355","Waku Waku 7","https://static-cdn.jtvnw.net/ttv-boxart/Waku%20Waku%207-{width}x{height}.jpg"
"356","Aces of the Pacific","https://static-cdn.jtvnw.net/ttv-boxart/Aces%20of%20the%20Pacific-{width}x{height}.jpg"
"357","X-Ray Ball: Winter Storm","https://static-cdn.jtvnw.net/ttv-boxart/./X-Ray%20Ball:%20Winter%20Storm-{width}x{height}.jpg"
"358","Giga Wing 2","https://static-cdn.jtvnw.net/ttv-boxart/Giga%20Wing%202-{width}x{height}.jpg"
"359","Activision's Atari 2600 Action Pack","https://static-cdn.jtvnw.net/ttv-boxart/Activision%27s%20Atari%202600%20Action%20Pack-{width}x{height}.jpg"
"360","Bunny Bricks","https://static-cdn.jtvnw.net/ttv-boxart/Bunny%20Bricks-{width}x{height}.jpg"
"361","Ruiner Pinball","https://static-cdn.jtvnw.net/ttv-boxart/Ruiner%20Pinball-{width}x{height}.jpg"
"362","Uplink: Hacker Elite","https://static-cdn.jtvnw.net/ttv-boxart/./Uplink:%20Hacker%20Elite-{width}x{height}.jpg"
"363","Mortal Kombat: Deception","https://static-cdn.jtvnw.net/ttv-boxart/./Mortal%20Kombat:%20Deception-{width}x{height}.jpg"
"364","Syndicate: American Revolt","https://static-cdn.jtvnw.net/ttv-boxart/./Syndicate:%20American%20Revolt-{width}x{height}.jpg"
"365","The Humans 3: Evolution Lost in Time","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Humans%203:%20Evolution%20Lost%20in%20Time-{width}x{height}.jpg"
"366","dMuse","https://static-cdn.jtvnw.net/ttv-boxart/dMuse-{width}x{height}.jpg"
"367","Moses Matchup","https://static-cdn.jtvnw.net/ttv-boxart/Moses%20Matchup-{width}x{height}.jpg"
"368","Reggie Jackson Baseball","https://static-cdn.jtvnw.net/ttv-boxart/Reggie%20Jackson%20Baseball-{width}x{height}.jpg"
"369","Robotrek","https://static-cdn.jtvnw.net/ttv-boxart/Robotrek-{width}x{height}.jpg"
"370","James Pond 2: Codename: RoboCod","https://static-cdn.jtvnw.net/ttv-boxart/./James%20Pond%202:%20Codename:%20RoboCod-{width}x{height}.jpg"
"371","Full Throttle","https://static-cdn.jtvnw.net/ttv-boxart/Full%20Throttle-{width}x{height}.jpg"
"372","Riding Hero","https://static-cdn.jtvnw.net/ttv-boxart/Riding%20Hero-{width}x{height}.jpg"
